Year,Type,Subtype,Name,Country,Location
1969,Drought,Drought,,Afghanistan,Paktia province
1971,Drought,Drought,,Afghanistan,"Central, North-West, North-East, West regions"
2000,Drought,Drought,,Afghanistan,"Kandahar, Hilmand, Nimroz, Zabul, Uruzgan provinces (south-west), Hirat, Farah, Badghis provinces (west), Paktika, Khost, Ghazni provinces (south), Baghlan, Kunduz, Takhar, Badakhshan provinces (north-east)"
2006,Drought,Drought,,Afghanistan,"Badakhshan, Badghis, Baghlan, Balkh, Bamyan, Daykundi, Faryab, Ghor, Jawzjan, Kunduz, Samangan, Sar-e-Pul, Takhar, Uruzgan provinces"
2008,Drought,Drought,,Afghanistan,"Kunduz, Balkh, Faryab, Badghis provinces"
2011,Drought,Drought,,Afghanistan,"Balkh, Samangan, Takhar, Sar-e-Pul, Hirat, Badghis, Faryab, Jawzjan, Baghlan, Kunduz, Badakshan, Bamyan, Daykundi, Ghor provinces"
2018,Drought,Drought,,Afghanistan,"Badghis, Daykundi, Hirat, Ghor, Daykundi, Badakhshan, Farah, Helmand, Kandahar, Zabul, Nangarhar "
2021,Drought,Drought,,Afghanistan,"Badghis, Badakhshan, Baghlan, Balkh, Takhar, Jawzjan, Sar-i-Pul, Samangan, Faryab, Kunduz, Herat "
1989,Drought,Drought,,Albania,
1981,Drought,Drought,,Algeria,
1981,Drought,Drought,,Angola,"Benguela, Mocamedes, Huila, Cunene, Kuando-Kobango, Bie"
1985,Drought,Drought,,Angola,
1989,Drought,Drought,,Angola,"Huila, Namibe, Kwanza Sul, Benguela"
1997,Drought,Drought,,Angola,
2001,Drought,Drought,,Angola,Cuanza Sul province
2004,Drought,Drought,,Angola,"Cunene, Cuanza-Sul provinces"
2012,Drought,Drought,,Angola,"Bengo, Cuanza Sul, Benguela, Huila, Namibe, Cunene, Moxico, Bie, Huambo, Zaire, Kuando Kubango provinces"
2017,Drought,Drought,,Angola,"Seven provinces in the South (Cunene, Huila, Namibe, Benguela, Cuando Cubango, Cuanza Sul and Huambo)"
1919,Drought,Drought,,Anguilla,
1983,Drought,Drought,,Antigua and Barbuda,
2003,Drought,Drought,,Argentina,"Buenos Aires, Buenos Aires D.f., Entre Rios, Santa Fe provinces"
2009,Drought,Drought,,Argentina,"Río Negro, La Pampa, Córdoba, Buenos Aires, Entre Ríos, Santa Fe, Corrientes, Chaco, Formosa, Santiago del Estero provinces"
2018,Drought,Drought,,Argentina,"Buenos Aires, Cordoba, Santa Fe, Pampa, Santiago del Estero provinces"
2019,Drought,Drought,,Argentina,"San Martín, Rivadavia, Oran departments (Salta province)"
2000,Drought,Drought,,Armenia,"Ararat, Armavir, Gergharkunik, Aragatsotn, Shirak, Kotayk, Tavush, Lori provinces"
1967,Drought,Drought,,Australia,South-East
1974,Drought,Drought,,Australia,Central New South Wales
1976,Drought,Drought,,Australia,"Victoria, South Australia, Southern Inland New South Wales"
1976,Drought,Drought,,Australia,Southwest of Western Australia
1978,Drought,Drought,,Australia,"Southern Queensland, New South Wales, Victoria, Northeast Tasmania"
1981,Drought,Drought,,Australia,"Queensland, New South Wales, Victoria States"
1991,Drought,Drought,,Australia,"Western, South"
1992,Drought,Drought,,Australia,Queensland
2002,Drought,Drought,,Australia,"Queensland, New South Wales provinces"
2006,Drought,Drought,,Australia,NO DATA: all country has been selected
2018,Drought,Drought,,Australia,"New South Wales, Victoria , Queensland"
2000,Drought,Drought,,Azerbaijan,"Absheron, Aran, Daghlig Shirvan, Ganja-Gazakh, Guba-Khachmaz, Kalbajar-Lachin, Lankaran, Nakhchivan, Shaki-Zaqatala, Yukhari Garabakh provinces"
1943,Drought,Drought,,Bangladesh,
1947,Drought,Drought,,Bangladesh,
1974,Drought,Drought,,Bangladesh,Northwest
1979,Drought,Drought,,Bangladesh,"Chittagong, Rangpur Mymenshingh region"
1982,Drought,Drought,,Bangladesh,
1989,Drought,Drought,,Bangladesh,Northwest
2009,Drought,Drought,,Bangladesh,"Barisal, Chittagong, Dhaka, Khulna, Rajshahi, Rangpur, Sylhet provinces"
2010,Drought,Drought,,Barbados,"Christ Church, St. Andrew, St. George, St. James, St. John, St. Joseph, St. Lucy, St. Michael, St. Peter, St. Phillip, St. Tomas provinces"
1976,Drought,Drought,,Belgium,
1969,Drought,Drought,,Benin,Entire country
1980,Drought,Drought,,Benin,"Oueme, Zou, Borgou, Atacora provinces"
1977,Drought,Drought,,Bolivia (Plurinational State of),Potosi department
1983,Drought,Drought,,Bolivia (Plurinational State of),Altiplano (High Plateaux)
1983,Drought,Drought,,Bolivia (Plurinational State of),
1988,Drought,Drought,,Bolivia (Plurinational State of),"Santa Cruz, La Paz, Chaco area"
1990,Drought,Drought,,Bolivia (Plurinational State of),"La paz, Oruro, Potosi, Cochabamba, Tarija departments"
1994,Drought,Drought,,Bolivia (Plurinational State of),Potosi
2000,Drought,Drought,,Bolivia (Plurinational State of),Gran Chaco district (Tarija province)
2004,Drought,Drought,,Bolivia (Plurinational State of),"Beni, Chuquisaca, Cochabamba, Santa Cruz, Tarija provinces"
2008,Drought,Drought,,Bolivia (Plurinational State of),"La Paz, Oruro, Tarija, Chuquisaca, Santa Cruz provinces"
2010,Drought,Drought,,Bolivia (Plurinational State of),"Santa Cruz, Tarija, Chuquisaca provinces"
2013,Drought,Drought,,Bolivia (Plurinational State of),"Tarija, Santa Cruz, Chuquisaca, Cochabamba, Beni, La Paz provinces"
2014,Drought,Drought,,Bolivia (Plurinational State of),Santa Cruz province
2016,Drought,Drought,,Bolivia (Plurinational State of),"Oruro, Cochabamba, Beni provinces"
2000,Drought,Drought,,Bosnia and Herzegovina,"Federacija Bosne I Hercegovine, Republika Srpska provinces"
2003,Drought,Drought,,Bosnia and Herzegovina,"Republika Srpska province, Posavski district (Federacija Bosne I Hercegovine province), Neretvljanski district (Federacija Bosne I Hercegovine province)"
1965,Drought,Drought,,Botswana,Nationwide
1968,Drought,Drought,,Botswana,Countrywide
1970,Drought,Drought,,Botswana,Countrywide
1981,Drought,Drought,,Botswana,Nationwide
1990,Drought,Drought,,Botswana,
2015,Drought,Drought,,Botswana,All country
2019,Drought,Drought,,Botswana,Botswana’s Okavango Delta
1970,Drought,Drought,,Brazil,Northeast
1977,Drought,Drought,,Brazil,North East
1978,Drought,Drought,,Brazil,Central and Southern
1979,Drought,Drought,,Brazil,Northeastern
1983,Drought,Drought,,Brazil,"Northeast, Sertao"
1985,Drought,Drought,,Brazil,Rio Grande Do Sul
1987,Drought,Drought,,Brazil,"Alagoas, Minas, Bahia, Maranhao, Piaui, Ceara, Rio Grande Do Norte, Paraiba, Pernambuco, Sergipe, Mina Gerais states"
1988,Drought,Drought,,Brazil,"Rio Grande Do Sul, Santa Catarina"
1994,Drought,Drought,,Brazil,
1998,Drought,Drought,,Brazil,"Nord East, Piaui State"
2001,Drought,Drought,,Brazil,Pernambuco province
2002,Drought,Drought,,Brazil,"Minas Gerais, Paraiba, Rio Grande do Norte, Pernambuco, Piaui provinces"
2004,Drought,Drought,,Brazil,"Rio Grande Do Sul, Paraiba, Ceara, Piaui, Sergipe, Alagoas, Bahia, Rio Grande do Norte, Pernambuco provinces"
2005,Drought,Drought,,Brazil,"Manaquiri, Atalaia Do Norte, Anori, Caapiranga districts (Amazonas province)"
2007,Drought,Drought,,Brazil,"Ceara, Piaui, Maranhao, Tocantins, Minas Gerais provinces"
2010,Drought,Drought,,Brazil,Amazonas province
2012,Drought,Drought,,Brazil,"Minas Gerias, Pernambuco, Bahia provinces"
2014,Drought,Drought,,Brazil,"Alagoas, Bahia, Ceara, Maranhao, Paraiba, Pernambuco, Piaui, Rio Grande Do Norte, Sergipe provinces"
2020,Drought,Drought,,Brazil,"Rio Grande Do Sul, Santa Catarina"
1983,Drought,Drought,,Bulgaria,
2000,Drought,Drought,,Bulgaria,"Blagoevgrad, Burgas, Dobrich, Gabrovo, Haskovo, Jambol, Kardzhali, Kustendil, Lovech, Montana, Pazardzhik, Pernik, Pleven, Plovdiv, Razgrad, Ruse, Shumen, Silistra, Sliven, Smoljan, Sofia, Sofia-city, Stara Zagora, Targovishte, Varna, Veliko Tarnovo, Vidin, Vratca"
1910,Drought,Drought,,Burkina Faso,
1940,Drought,Drought,,Burkina Faso,
1966,Drought,Drought,,Burkina Faso,Nationwide
1969,Drought,Drought,,Burkina Faso,"East, North of Ougadougou. Northern section"
1976,Drought,Drought,,Burkina Faso,Nationwide
1980,Drought,Drought,,Burkina Faso,
1988,Drought,Drought,,Burkina Faso,North
1990,Drought,Drought,,Burkina Faso,North and Central provinces
1995,Drought,Drought,,Burkina Faso,"Bam, Kadigo, Outbritenga, Oudalan, Sanmatenga, Seno, Soum, Yatenga provinces"
1998,Drought,Drought,,Burkina Faso,
2001,Drought,Drought,,Burkina Faso,Plateau Central province
2011,Drought,Drought,,Burkina Faso,"Sahel, Centre-nord, Est, Centre-ouest and Centre-est provinces"
2014,Drought,Drought,,Burkina Faso,Sahel province
2020,Drought,Drought,,Burkina Faso,
1999,Drought,Drought,,Burundi,"Bugabira, Busoni, Kirundo, Ntega districts (Kirundo province), Gihanga district (Bubanza province), Rumonge district (Bururi province), Buganda, Rugombo districts (Cibitoke province), Gitega, Ruyigi, Karuzi, Rutana, Makamba, Muyinga, Cankuzo provinces"
2003,Drought,Drought,,Burundi,"Kirundo, Muyinga, Ngozi, Kayanza, Muramvya, Bujumbura Rural, Ruyigi, Gitega, Bubanza, Makamba provinces "
2005,Drought,Drought,,Burundi,"Busoni, Bugabira, Ntega, Kirundo districts (Kirundo province), Ruyigi, Cankuzo, Rutana, Muyinga provinces "
2008,Drought,Drought,,Burundi,"Kirundo, Ngozi, Muyinga, Cankuzo, Karuzi, Ruyigi provinces"
2009,Drought,Drought,,Burundi,"Kirundo, Bugabira, Busoni districts (Kirundo province)"
2010,Drought,Drought,,Burundi,"Kayanza, Ngozi provinces (North region), Cankuzo, Kirundo, Muyinga provinces (North-Eastern region), Bururi, Makamba, Rutana provinces (Southern region)"
1900,Drought,Drought,,Cabo Verde,Countrywide
1910,Drought,Drought,,Cabo Verde,
1920,Drought,Drought,,Cabo Verde,Countrywide
1940,Drought,Drought,,Cabo Verde,"Nicolau, Fogo, Sao Tiago"
1946,Drought,Drought,,Cabo Verde,Countrywide
1969,Drought,Drought,,Cabo Verde,
1980,Drought,Drought,,Cabo Verde,
1992,Drought,Drought,,Cabo Verde,
1998,Drought,Drought,,Cabo Verde,"Praia (Santiago Isl.), Fogo Isl., San Vicente, San Nicolau and Sal."
2002,Drought,Drought,,Cabo Verde,"Santiago, Santo Antao Provinces"
2017,Drought,Drought,,Cabo Verde,
1987,Drought,Drought,,Cambodia,
1994,Drought,Drought,,Cambodia,"Prey Veng, Kompong Speu, Kompong Chhnang, Takeo provinces"
2001,Drought,Drought,,Cambodia,"Kampong Cham, Kampong Chhnang, Kampong Speu, Kampong Thom, Kampot, Kandal, Kep, Koh Kong, Kratie, Phnom Penh, Preah Sihanouk, Prey Veng, Pursat, Svay Rieng, Takeo provinces"
2002,Drought,Drought,,Cambodia,"Takeo, Kampot, Kampong Speu, Kampong Chhnang, Kandal, Prey Veng, Phnom Penh,Otdar Meanchey, Banteay Meanchey, Pursat, Battambang provinces"
2005,Drought,Drought,,Cambodia,Kampong Speu province
2016,Drought,Drought,,Cambodia,"Banteay Meanchey, Battambang, Pursat, Kampong Speu provinces "
1971,Drought,Drought,,Cameroon,
1990,Drought,Drought,,Cameroon,North provinces
2001,Drought,Drought,,Cameroon,Nord province
2005,Drought,Drought,,Cameroon,Logone-Et-Chari disctrict (Extrème-Nord province)
2012,Drought,Drought,,Cameroon,"Nord, Extrème-Nord provinces (Northern regions)"
1931,Drought,Drought,,Canada,"Prairie provinces, Western Canada"
1961,Drought,Drought,,Canada,Western Canada
1977,Drought,Drought,,Canada,Prairie provinces
1984,Drought,Drought,,Canada,"Quebec, Prince Edouard Islands, Alberta, Saskatchewan, Manitoba, Ontario provinces"
1988,Drought,Drought,,Canada,"British Columbia, Ontario"
1983,Drought,Drought,,Central African Republic,all coutry
1910,Drought,Drought,,Chad,
1940,Drought,Drought,,Chad,
1966,Drought,Drought,,Chad,
1969,Drought,Drought,,Chad,"Central, East, South, North"
1980,Drought,Drought,,Chad,
1993,Drought,Drought,,Chad,
1997,Drought,Drought,,Chad,
2001,Drought,Drought,,Chad,"Guera, Biltine, Ouaddaï, Assongha, Batha-Est, Batha-ouest provinces"
2009,Drought,Drought,,Chad,"Kanem, Barl El Gazal, Lac, Batha Est, Batha Ouest, Guera, Sila, Salamat, Ouaddai, Hadjer Lamis provinces"
2012,Drought,Drought,,Chad,"Kanem, Lac Barl el Gazal, Batha Est, Batha Ouest, Hadjer Lamis, Ouaddai, Salamat provinces"
2017,Drought,Drought,,Chad,"Chari Baguimi, Guera, Lac, Kanem, Wadi Fira"
1968,Drought,Drought,,Chile,"Nationwide, Central Valley, Central Chile"
1991,Drought,Drought,,Chile,
1920,Drought,Drought,,China,North
1928,Drought,Drought,,China,"Shensi, Honan, Kansu"
1965,Drought,Drought,,China,"Central, South-West"
1978,Drought,Drought,,China,"Anhwei, Kiangsu Province"
1979,Drought,Drought,,China,Hwei province
1983,Drought,Drought,,China,Tibet
1985,Drought,Drought,,China,Fujian province
1988,Drought,Drought,,China,"Hubei,Jiangsu, Henan, Anhui, Shandong, Zhejiang provinces"
1991,Drought,Drought,,China,"Jiangxi, Hunan provinces"
1992,Drought,Drought,,China,Hunnan provinces
1992,Drought,Drought,,China,North and Central
1994,Drought,Drought,,China,"Xuwen, Leizhou, Yangjiang, Maoming, Suixi, Hanwei, Chaozhou, Meizhou, Jieyang (Guangdong province)"
1994,Drought,Drought,,China,"Anhui, Jiangsu, Sichuan Provinces"
1995,Drought,Drought,,China,Nord-East provinces
1997,Drought,Drought,,China,Shandong
1999,Drought,Drought,,China,North Region
2000,Drought,Drought,,China,"Jilin Sheng, Jiangxi Sheng, Anhui Sheng provinces"
2000,Drought,Drought,,China,Nei Mongol Zizhiqu province 
2000,Drought,Drought,,China,Guangdong Sheng province
2001,Drought,Drought,,China,Nei Mongol Zizhiqu province
2001,Drought,Drought,,China,"Sichuan Sheng, Yunnan Sheng provinces"
2002,Drought,Drought,,China,"Guangdong Sheng, Fujian Sheng, Guangxi Zhuangzu Zizhiqu provinces"
2002,Drought,Drought,,China,Hebei Sheng province
2002,Drought,Drought,,China,Shandong Sheng province
2003,Drought,Drought,,China,"Hunan Sheng, Jiangxi Sheng, Zhejiang Sheng, Fujian Sheng provinces"
2003,Drought,Drought,,China,Nei Mongol Zizhiqu province
2005,Drought,Drought,,China,Guangdong Sheng province
2005,Drought,Drought,,China,"Shanxi Sheng, Nei Mongol Zizhiqu, Ningxia Huizu Zizhiqu, Hunan Sheng, Guizhou Sheng provinces"
2006,Drought,Drought,,China,"Sichuan Sheng, Chongqing Shi, Guizhou Sheng, Zhejiang Sheng, Anhui Sheng, Jiangxi Sheng, Hunan Sheng, Hubei Sheng provinces"
2008,Drought,Drought,,China,"Henan Sheng, Anhui Sheng, Shanxi Sheng, Shaanxi Sheng, Shandong Sheng, Hubei Sheng, Gansu Sheng, Hebei Sheng, Jiangsu Sheng provinces"
2009,Drought,Drought,,China,"Yunnan Sheng, Guizhou Sheng, Sichuan Sheng, Guangxi Zhuangzu Zizhiqu, Chongqing Shi provinces"
2009,Drought,Drought,,China,"Chaiyang, Fuxin, Jinzhou, Huludao districts (Liaoning Sheng province)"
2010,Drought,Drought,,China,"Anhui Sheng, Gansu Sheng, Henan Sheng, Hebei Sheng, Jiangsu Sheng, Shaanxi Sheng, Shandong Sheng, Shanxi Sheng provinces"
2013,Drought,Drought,,China,"Yunnan Sheng, Sichuan Sheng, Shaanxi Sheng, Qinghai Sheng, Shanxi Sheng, Gansu Sheng provinces"
2014,Drought,Drought,,China,"Shandong Sheng, Shaanxi Sheng, Henan Sheng provinces, Nanbu-Nanchong city (Nanchong district, Sichuan Sheng ptovince)"
2014,Drought,Drought,,China,"Liaoning Sheng, Jilin Sheng, Nei Mongol Zizhiqu provinces"
2015,Drought,Drought,,China,"Hebei Sheng, Shanxi Sheng, Nei Mongol Zizhiqu, Liaoning Sheng, Jilin Sheng, Heilongjiang Sheng, Shandong Sheng, Yunnan Sheng, Shaanxi, Ningxia Huizu Zizhiqu provinces"
2016,Drought,Drought,,China,"Jilin Sheng, Heilongjiang Sheng, Shanxi Sheng, Gansu Sheng, Ningxia Huizu Zizhiqu, Nei Mongol Zizhiqu provinces"
2017,Drought,Drought,,China,"Northeast China, North China Plain, Inner Mongolia, Hebei, Liaoning"
1998,Drought,Drought,,Colombia,
2015,Drought,Drought,,Colombia,"Caldas, Tolima, Quindio, Huila, Boyaca, Valle Del Cauca, Santander, Narino, Caqueta, Risaralda, Guajira, Atlantico, Magdalena, Bolivar, Arauca, Casanare provinces"
1981,Drought,Drought,,Comoros (the),Great Comoros Isl.
1978,Drought,Drought,,Congo (the Democratic Republic of the),Bas Zaire
1983,Drought,Drought,,Congo (the Democratic Republic of the),"Haut Zaire, Kivu province"
1983,Drought,Drought,,Congo (the),Northern area
1973,Drought,Drought,,Costa Rica,Laguna Arenal
1994,Drought,Drought,,Costa Rica,
1998,Drought,Drought,,Costa Rica,"Guarracaste, Central, South Pacific, Valle Central, Valle del Cuarco regions/provinces"
2014,Drought,Drought,,Costa Rica,"Alajuela, Cartago, Guanacaste, Heredia, Limon, Puntarenas, San Jose provinces"
2018,Drought,Drought,,Costa Rica,
2003,Drought,Drought,,Croatia,"Bjelovar-bilogora, Dubrovnik-Neretva, Grad Zagreb, Istra, Karlovac, Koprivnica-krizevci, Krapina-zagorje, Lika-senj, Medimurje, Osijek-baranja, Pozega-slavonija, Primorje-gorski Kota, Šibenik, Sisak-moslavina, Slavonski Brod-posav, Split-dalmatija, Varazdin, Virovitica-podravina, Vukovar-srijem, Zadar-Knin provinces"
1981,Drought,Drought,,Cuba,
1986,Drought,Drought,,Cuba,
1993,Drought,Drought,,Cuba,
1998,Drought,Drought,,Cuba,"Guantanamo, Las Tuna, Holguin, Santiago de Cuba, Granma, Matanzas Provinces"
2000,Drought,Drought,,Cuba,"Guantanamo, Santiago De Cuba, Las Tunas, Camaguey provinces"
2004,Drought,Drought,,Cuba,"Holguin, Las Tunas, Camaguey, La Habane provinces"
2015,Drought,Drought,,Cuba,"Camaguey, Ciego De Avila, Cienfuegos, Ciudad De La Habana, Granma, Guantanamo, Holguin, Isla De La Juventud, La Habana, Las Tunas, Matanzas, Pinar Del Rio, Sancti Spiritus, Santiago De Cuba, Villa Clara provinces"
1991,Drought,Drought,,Cyprus,
2000,Drought,Drought,,Cyprus,"Famgusta, Kyrenia, Larnaca, Limassol, Nicosia, Paphos provinces"
1980,Drought,Drought,,Côte d’Ivoire,Central
1992,Drought,Drought,,Denmark,
1980,Drought,Drought,,Djibouti,"Countrywide, especially Tadjourah"
1983,Drought,Drought,,Djibouti,
1988,Drought,Drought,,Djibouti,
1996,Drought,Drought,,Djibouti,"Gouvetto, Kabah-Kabah, Assamo, Guestir, Ali-Addeh, Hol-Hol (Ali-Sabieh dist.), Yokobi, Asseyla (Dikhil dist.), Makrassoul, Dorba, Assa-Guela, Dabnou, Adgueno, Assal, Neima, Debne-Auri, Bahlo (Tadjourah dist.), Adguenou (Obock dist.), Damerjob, Artawea "
1999,Drought,Drought,,Djibouti,"Ali Sabieh, Dikhil, Djibouti, Obock, Tadjourah provinces"
2005,Drought,Drought,,Djibouti,"Tadjourah district (Tadjourah province), Dikhil district (Dikhil province), Ali Sabieh district (Ali Sabieh province), Obock district (Obock province)"
2007,Drought,Drought,,Djibouti,NO DATA: all country selected
2008,Drought,Drought,,Djibouti,"Djibouti, Arta cities (Djibouti district, Djibouti province), Ali Sabieh district (Ali Sabieh province), Obock district (Obock province), Tadjourah district (Tadjourah province), Dikhil district (Dikhil province)"
2010,Drought,Drought,,Djibouti,"Ali Sabieh district (Ali Sabieh province), Dikhil, Yoboki districts (Dikhil province), Alaili Dadda, Obock districts (Obock province), Balha, Dorra districts (Tadjourah province)"
1968,Drought,Drought,,Dominican Republic (the),Nationwide
1964,Drought,Drought,,Ecuador,
1997,Drought,Drought,,Ecuador,"Celica, Macara, Puyango, Pindal, Sozoranga, Zapotillo counties (Loja province), Arenillas, Las Lajas, Huaquillas counties (El Oro province)"
2009,Drought,Drought,,Ecuador,"Manabi, Los Rios, Cotopaxi, Bolivar, Chimborazo, Tungurahua provinces"
2013,Drought,Drought,,Ecuador,"Zapotillo, Celica, Paltas, Macara, Sozoranga districts (Loja province)"
1982,Drought,Drought,,El Salvador,
1994,Drought,Drought,,El Salvador,
1998,Drought,Drought,,El Salvador,
2001,Drought,Drought,,El Salvador,"Usulutan, San Miguel, Morazan, La Union provinces"
2009,Drought,Drought,,El Salvador,"Ahuachapan, Cabanas, Chalatenango, Cuscatlan, La Libertad, La Paz, La Union, Morazan, San Miguel, San Salvador, San Vicente, Santa Ana, Sonsonate, Usulutan provinces"
2014,Drought,Drought,,El Salvador,"La Union, San Miguel, Morazan, Usulutan, Ahuachapan, Sonsonate, Santa Ana, Chalatenango provinces"
2018,Drought,Drought,,El Salvador,"San Vicente, Usulutan and San Miguel zones"
1993,Drought,Drought,,Eritrea,
1999,Drought,Drought,,Eritrea,"Anseba, Debubawi Keih Bahri, Semenawi Keih Bahri provinces"
2008,Drought,Drought,,Eritrea,"Achipelagos, Semenawi Keih Bahri provinces (Northern Red Sea Region), Debubawi Keih Bahri province (Southern Red Sea Region), Anseba, Debub provinces"
1965,Drought,Drought,,Ethiopia,Nationwide
1969,Drought,Drought,,Ethiopia,Hamasion division
