Year,Type,Subtype,Name,Country,Location
1990,Earthquake,Ground movement,,United Kingdom of Great Britain and Northern Ireland (the),Wrexham-Welshpool-Shrewsbury area
2007,Earthquake,Ground movement,,United Kingdom of Great Britain and Northern Ireland (the),"Folkestone town (Kent district, England province)"
1906,Earthquake,Ground movement,,United States of America (the),San Francisco (California)
1915,Earthquake,Ground movement,,United States of America (the),El Centro (California)
1925,Earthquake,Ground movement,,United States of America (the),Santa Barbara (California)
1925,Earthquake,Ground movement,,United States of America (the),Santa Barbara (California)
1933,Earthquake,Ground movement,,United States of America (the),Long Beach (California)
1940,Earthquake,Ground movement,,United States of America (the),Imperial Valley (California)
1949,Earthquake,Ground movement,,United States of America (the),"Puget Sound, Olympia (Washington state)"
1952,Earthquake,Ground movement,,United States of America (the),Kern county (California)
1952,Earthquake,Ground movement,,United States of America (the),"Bakersfield, Kern County (California)"
1959,Earthquake,Ground movement,,United States of America (the),Hebgen Lake (Montana)
1965,Earthquake,Ground movement,,United States of America (the),Seattle (Washington)
1971,Earthquake,Ground movement,,United States of America (the),San Fernando (Los Angeles)
1973,Earthquake,Ground movement,,United States of America (the),Oxnard (California)
1973,Earthquake,Ground movement,,United States of America (the),Hilo (Hawai)
1975,Earthquake,Ground movement,,United States of America (the),Pocatello valley (Idaho)
1983,Earthquake,Ground movement,,United States of America (the),Kapapala area (Hawai)
1983,Earthquake,Ground movement,,United States of America (the),Coalinga area (Central California)
1983,Earthquake,Ground movement,,United States of America (the),Borah Peak (Eastern Idaho)
1986,Earthquake,Ground movement,,United States of America (the),Newport Beach-San Diego area
1987,Earthquake,Ground movement,,United States of America (the),Los Angeles-Whittier (California)
1987,Earthquake,Ground movement,,United States of America (the),Imperial county (California)
1989,Earthquake,Ground movement,,United States of America (the),"San Francisco, Oakland, San Mateo, Santa Clara, San Jose, Santa Cruz, Berkeley, Holister, Silicon Valley (California)"
1989,Earthquake,Ground movement,,United States of America (the),Puna district (Hawaii)
1990,Earthquake,Ground movement,,United States of America (the),Southern California
1990,Earthquake,Ground movement,,United States of America (the),Alamo (central California)
1991,Earthquake,Ground movement,,United States of America (the),Pasadena area (California)
1992,Earthquake,Ground movement,,United States of America (the),"Ferndale, Fortuna and Petrolia areas (North California)"
1992,Earthquake,Ground movement,,United States of America (the),Landers California
1992,Earthquake,Ground movement,,United States of America (the),South California
1993,Earthquake,Ground movement,,United States of America (the),Klamath Falls (Oregon)
1994,Earthquake,Ground movement,,United States of America (the),"Los Angeles, Ventura, Orange, San Bernardino Counties (California)"
1994,Earthquake,Ground movement,,United States of America (the),Eureka
2000,Earthquake,Ground movement,,United States of America (the),"Near Yountville city (Napa district, California province)"
2001,Earthquake,Ground movement,,United States of America (the),"Seattle city (King district), Tacoma city (Pierce district), Olympia city (Thurston district) (Washington province)"
2003,Earthquake,Ground movement,,United States of America (the),"Paso Robles, Templeton, Atascadero, Cambria, Morro Bay, Oceano villages (San Luis Obispo district, California province)"
2006,Earthquake,Ground movement,,United States of America (the),Hawai province
2008,Earthquake,Ground movement,,United States of America (the),"Wells city (Elko district, Nevada province)"
2010,Earthquake,Ground movement,,United States of America (the),"Ferndale, Eureka cities (Humboldt district, California province)"
2014,Earthquake,Ground movement,,United States of America (the),"San Francisco Bay (San Francisco district) , Napa Valley (Napa district) ; Sonoma, Solano district (California province) ; Vallejo, Mare Island cities (Solano district, California province)"
2016,Earthquake,Ground movement,,United States of America (the),Cushing (Oklahoma)
2019,Earthquake,Ground movement,,United States of America (the),Ridgecrest (Califronia)
1946,Earthquake,Tsunami,,United States of America (the),"Alaska, Hawi and California"
1952,Earthquake,Tsunami,,United States of America (the),Hawai
1960,Earthquake,Tsunami,,United States of America (the),Hawaii
1964,Earthquake,Tsunami,,United States of America (the),"Anchorage, Chitina, Glennallen, Homer, Hope, Kasilof, Kenai, Kodiak, Moose Pass, Portage, Seldovia, Seward, Sterling, Valdez, Wasilla, Whittier (Alaska)"
1992,Earthquake,Ground movement,,Uzbekistan,Andizhan oblast
2011,Earthquake,Ground movement,,Uzbekistan,Fergana province
1990,Earthquake,Ground movement,,Vanuatu,
1990,Earthquake,Ground movement,,Vanuatu,Port Vila
1990,Earthquake,Ground movement,,Vanuatu,Espiritu Santo
1994,Earthquake,Ground movement,,Vanuatu,Malakula Isl.
1999,Earthquake,Ground movement,,Vanuatu,"Pentecost, Ambrym, Paama, Epi Islands"
2002,Earthquake,Ground movement,,Vanuatu,Port Vila city (Shefa province)
2002,Earthquake,Ground movement,,Vanuatu,Merelava island (Torba province)
1997,Earthquake,Tsunami,,Vanuatu,Santa Cruz Isl.(archip.)
1950,Earthquake,Ground movement,,Venezuela (Bolivarian Republic of),El Tocuyo
1967,Earthquake,Ground movement,,Venezuela (Bolivarian Republic of),"Caracas, Macuto coast"
1980,Earthquake,Ground movement,,Venezuela (Bolivarian Republic of),"San Cristobal aera (Venezuela) , Cucta area (Colombia)"
1986,Earthquake,Ground movement,,Venezuela (Bolivarian Republic of),Eastern Venezuela
1986,Earthquake,Ground movement,,Venezuela (Bolivarian Republic of),Churuguara area
1989,Earthquake,Ground movement,,Venezuela (Bolivarian Republic of),"FALCON, CARABOBO, CARACAS, Tucacas area"
1997,Earthquake,Ground movement,,Venezuela (Bolivarian Republic of),"Cariaco, Casanai, Cumana"
1993,Earthquake,Ground movement,,Wallis and Futuna,Futuna Isl.
1991,Earthquake,Ground movement,,Yemen,"Jabal Bahr, Bani Zahir villages (Al-Udayn district, Hazm Al-Udein district, Ebb province)"
1941,Earthquake,Ground movement,,Yemen Arab Rep,"Sadah, Razih"
1982,Earthquake,Ground movement,,Yemen Arab Rep,Dhamar province
1943,Earthquake,Ground movement,,Yugoslavia,Bosnia-Herzegovina
1963,Earthquake,Ground movement,,Yugoslavia,Skopje (Macedonia (FYR))
1967,Earthquake,Ground movement,,Yugoslavia,Debar (Macedonia (FYR))
1968,Earthquake,Ground movement,,Yugoslavia,Montenegro
1969,Earthquake,Ground movement,,Yugoslavia,Bosnia and Herzegovina
1979,Earthquake,Ground movement,,Yugoslavia,Montenegro
1979,Earthquake,Ground movement,,Yugoslavia,Kotor-Ulcinj area (South Adriatic coast) (Montenegro); Debar (Macedonia)
1980,Earthquake,Ground movement,,Yugoslavia,"Mt Kopaonik, Aleksandrovac, Brus, Kursumlija, Raska areas (Serbia)"
1981,Earthquake,Ground movement,,Yugoslavia,Banja Luka (Bosnia and Herzegovina)
1983,Earthquake,Ground movement,,Yugoslavia,"Skopje, Dolno, Kolicani (Macedonia (FYR))"
1985,Earthquake,Ground movement,,Yugoslavia,Demir Kapija-Negotino area (Macedonia)
